clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id,resolucion_autoridad_10_4,autoridad_principal,evidencia_subordinada,fundamento_autoridad,conflicto_detectado,decision_10_5,nombre_canonico_pre_id,aliases_provisionales,fundamento_10_5,estado_catalogo
motivacion,Motivación,Motivación,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Motivación,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
no,No,No,1,27,ARQ;ENG,24,ARQ-013;ARQ-017;ENG-000;ENG-003;ENG-007;ENG-010;ENG-011;ENG-018;ENG-019;ENG-022;ENG-028;ENG-029;ENG-035;ENG-037;ENG-044;ENG-064;ENG-073;ENG-075;ENG-076;ENG-077;ENG-078;ENG-080;ENG-085;ENG-086,DEFINICION_EXPLICITA,27,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013;ARQ-017,ENG-000;ENG-003;ENG-007;ENG-010;ENG-011;ENG-018;ENG-019;ENG-022;ENG-028;ENG-029;ENG-035;ENG-037;ENG-044;ENG-064;ENG-073;ENG-075;ENG-076;ENG-077;ENG-078;ENG-080;ENG-085;ENG-086,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,No,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
no responsabilidad,No responsabilidades,No Responsabilidades; No responsabilidades,2,5,ARQ;ENG,5,ARQ-004;ARQ-011;ARQ-012;ARQ-013;ENG-003,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-011;ARQ-012;ARQ-013,ENG-003,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,No responsabilidades,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
nuestra mision,Nuestra misión,Nuestra misión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Nuestra misión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
objetivo,Objetivos,Objetivos,1,28,ARQ;ENG;FND,28,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-001;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Objetivos,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
objetivo estrategico,Objetivos estratégicos,Objetivos estratégicos,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Objetivos estratégicos,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
observabilidad,Observabilidad,Observabilidad,1,9,ARQ;ENG,9,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-000;ENG-002;ENG-008,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENG-000;ENG-002;ENG-008,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Observabilidad,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
package,Package,Package,1,7,ARQ;ENG,5,ARQ-017;ENG-002;ENG-013;ENG-014;ENG-028,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,ENG-002;ENG-013;ENG-014;ENG-028,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Package,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
packaging,Packaging,Packaging,1,3,ARQ;ENG,2,ARQ-017;ENG-006,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,ENG-006,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Packaging,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
paquete,paquete,paquete,1,1,ARQ,1,ARQ-017,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,paquete,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
plantilla,Plantillas,Plantillas,1,1,ARQ,1,ARQ-010,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Plantillas,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
politica de configuracion,Políticas de Configuración,Políticas de Configuración,1,1,ARQ,1,ARQ-013,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Políticas de Configuración,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
principio de actuacion,Principios de actuación,Principios de actuación,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Principios de actuación,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
principio de evolucion,Principios de evolución,Principios de evolución,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Principios de evolución,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
principio fundamental,Principios fundamentales,Principios fundamentales,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Principios fundamentales,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
prueba,Pruebas,Pruebas,1,3,ARQ;ENG,3,ARQ-004;ENG-000;ENG-002,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-000;ENG-002,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Pruebas,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
punto de extension,Puntos de extensión,Puntos de extensión,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Puntos de extensión,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
que,qué,qué,1,1,ARQ,1,ARQ-011,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,qué,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
que es mef,¿Qué es MEF?,¿Qué es MEF?,1,1,FND,1,FND-000,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,¿Qué es MEF?,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
que necesitan,qué necesitan,qué necesitan,1,1,ARQ,1,ARQ-012,TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,qué necesitan,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
regla de diseno,Reglas de Diseño,Reglas de Diseño,1,1,ARQ,1,ARQ-011,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Reglas de Diseño,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
relacion con la vision,Relación con la Visión,Relación con la Visión,1,1,FND,1,FND-002,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-002,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Relación con la Visión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
relacion con otro component,Relación con otros componentes,Relación con otros Componentes; Relación con otros componentes,2,6,ARQ,6,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Relación con otros componentes,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
resolucion,Resolución,Resolución,1,2,ARQ,2,ARQ-011;ARQ-012,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011;ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Resolución,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
riesgo arquitectonico,Riesgos Arquitectónicos,Riesgos Arquitectónicos; Riesgos arquitectónicos,2,6,ARQ,6,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Riesgos Arquitectónicos,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
sale,Sales,Sales,1,1,ARQ,1,ARQ-004,CODIGO_INLINE,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Sales,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
seguridad,Seguridad,Seguridad,1,3,ARQ;ENG,3,ARQ-004;ENG-002;ENG-003,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-002;ENG-003,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Seguridad,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
su proposito,Su propósito,Su propósito,1,9,ARQ;ENG;FND,9,ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-003;ENG-006;FND-000;FND-001,DEFINICION_EXPLICITA,9,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-000;FND-001,ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017;ENG-003;ENG-006,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Su propósito,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
su responsabilidad,Su responsabilidad,Su responsabilidad,1,1,ARQ,1,ARQ-010,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Su responsabilidad,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
sustitucion,Sustitución,Sustitución,1,1,ARQ,1,ARQ-012,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-012,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Sustitución,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
template engine,Template Engine,Template Engine,1,4,ARQ,1,ARQ-010,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,2,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Template Engine,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
tipo de configuracion,Tipos de Configuración,Tipos de Configuración,1,1,ARQ,1,ARQ-013,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-013,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Tipos de Configuración,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
tipologia oficial,Tipología Oficial,Tipología Oficial,1,1,ARQ,1,ARQ-011,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Tipología Oficial,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
un contract,Un Contract,Un Contract,1,3,ARQ;ENG,2,ARQ-011;ENG-021,DEFINICION_EXPLICITA,3,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-011,ENG-021,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Un Contract,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
un module,Un Module,Un Module,1,7,ARQ;ENG,4,ARQ-004;ENG-002;ENG-013;ENG-028,DEFINICION_EXPLICITA,7,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004,ENG-002;ENG-013;ENG-028,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Un Module,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
validacion,Validación,Validación,1,7,ARQ;ENG,7,ARQ-010;ARQ-013;ENG-000;ENG-001;ENG-002;ENG-005;ENG-011,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010;ARQ-013,ENG-000;ENG-001;ENG-002;ENG-005;ENG-011,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Validación,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
variabl,Variables,Variables,1,2,ARQ;ENG,2,ARQ-010;ENG-005,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-010,ENG-005,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Variables,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
versionado,Versionado,Versionado,1,6,ARQ;ENG,5,ARQ-004;ARQ-011;ARQ-013;ARQ-017;ENG-014,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_ARQ,ARQ-004;ARQ-011;ARQ-013;ARQ-017,ENG-014,"No existe FND, pero sí evidencia ARQ; ARQ es la autoridad inmediata.",NO,CANONICO_PRE_ID,Versionado,,Autoridad ARQ directa sin autoridad FND superior registrada; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
vision,Visión,Visión,1,1,FND,1,FND-001,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,Visión,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
vision de mef,visión de MEF,visión de MEF,1,1,FND,1,FND-001,DEFINICION_EXPLICITA,1,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO,AUTORIDAD_FND,FND-001,,Existe evidencia FND; FND prevalece en la cadena de autoridad.,NO,CANONICO_PRE_ID,visión de MEF,,Autoridad FND directa; habilitado como entrada canónica preliminar.,CANONICO_PRE_ID
